1	YAL068C	2169	1807	Exon
1	YAL068C	2169	1807	Transcript
1	YAL067W-A	2480	2707	Exon
1	YAL067W-A	2480	2707	Transcript
1	YAL067C	9017	7236	Exon
1	YAL067C	9017	7236	Transcript
1	YAL065C	11952	11566	Exon
1	YAL065C	11952	11566	Transcript
1	YAL064W-B	12047	12427	Exon
1	YAL064W-B	12047	12427	Transcript
1	YAL064C-A	13744	13364	Exon
1	YAL064C-A	13744	13364	Transcript
1	YAL064W	21526	21852	Exon
1	YAL064W	21526	21852	Transcript
1	YAL063C-A	22687	22397	Exon
1	YAL063C-A	22687	22397	Transcript
1	YAL063C	27969	24001	Exon
1	YAL063C	27969	24001	Transcript
1	YAL062W	31390	31567	5UTR
1	YAL062W	31390	33035	Transcript
1	YAL062W	31568	32941	Exon
1	YAL062W	32942	33035	3UTR
1	YAL061W	33222	33448	5UTR
1	YAL061W	33222	34853	Transcript
1	YAL061W	33449	34702	Exon
1	YAL061W	34703	34853	3UTR
1	YAL060W	35070	35155	5UTR
1	YAL060W	35070	36422	Transcript
1	YAL060W	35156	36304	Exon
1	YAL060W	36305	36422	3UTR
1	YAL059W	36510	37148	Exon
1	YAL059W	36510	37249	Transcript
1	YAL059W	37149	37249	3UTR
1	YAL058W	37415	37464	5UTR
1	YAL058W	37415	39028	Transcript
1	YAL058W	37465	38973	Exon
1	YAL058W	38974	39028	3UTR
1	YAL056W	39214	39259	5UTR
1	YAL056W	39214	41995	Transcript
1	YAL056W	39260	41902	Exon
1	YAL056W	41903	41995	3UTR
1	YAL055W	42158	42177	5UTR
1	YAL055W	42158	42874	Transcript
1	YAL055W	42178	42720	Exon
1	YAL055W	42721	42874	3UTR
1	YAL054C	45023	42882	Exon
1	YAL054C	45023	42882	Transcript
1	YAL053W	45791	45899	5UTR
1	YAL053W	45791	48304	Transcript
1	YAL053W	45900	48251	Exon
1	YAL053W	48252	48304	3UTR
1	YAL051W	48557	48564	5UTR
1	YAL051W	48557	51859	Transcript
1	YAL051W	48565	51708	Exon
1	YAL051W	51709	51859	3UTR
1	YAL049C	51855	51756	3UTR
1	YAL049C	52645	51756	Transcript
1	YAL049C	52596	51856	Exon
1	YAL049C	52645	52597	5UTR
1	YAL048C	52801	52723	3UTR
1	YAL048C	54790	52723	Transcript
1	YAL048C	54790	52802	Exon
1	YAL047C	54989	54936	3UTR
1	YAL047C	56858	54936	Transcript
1	YAL047C	56858	54990	Exon
1	YAL046C	57029	56910	3UTR
1	YAL046C	57433	56910	Transcript
1	YAL046C	57386	57030	Exon
1	YAL046C	57433	57387	5UTR
1	YAL044W-A	57519	57851	Exon
1	YAL044W-A	57519	57964	Transcript
1	YAL044W-A	57852	57964	3UTR
1	YAL044C	57950	57890	3UTR
1	YAL044C	58470	57890	Transcript
1	YAL044C	58463	57951	Exon
1	YAL044C	58470	58464	5UTR
1	YAL043C	58695	58639	3UTR
1	YAL043C	61104	58639	Transcript
1	YAL043C	61053	58696	Exon
1	YAL043C	61104	61054	5UTR
1	YAL042W	61317	62564	Exon
1	YAL042W	61317	62648	Transcript
1	YAL042W	62565	62648	3UTR
1	YAL041W	62753	62840	5UTR
1	YAL041W	62753	65463	Transcript
1	YAL041W	62841	65405	Exon
1	YAL041W	65406	65463	3UTR
1	YAL040C	65778	65768	3UTR
1	YAL040C	67840	65768	Transcript
1	YAL040C	67521	65779	Exon
1	YAL040C	67840	67522	5UTR
1	YAL039C	68716	68680	3UTR
1	YAL039C	69576	68680	Transcript
1	YAL039C	69526	68717	Exon
1	YAL039C	69576	69527	5UTR
1	YAL038W	71758	71786	5UTR
1	YAL038W	71758	73455	Transcript
1	YAL038W	71787	73289	Exon
1	YAL038W	73290	73455	3UTR
1	YAL037C-A	73426	73386	3UTR
1	YAL037C-A	73523	73386	Transcript
1	YAL037C-A	73519	73427	Exon
1	YAL037C-A	73523	73520	5UTR
1	YAL037W	74021	74824	Exon
1	YAL037W	74021	74824	Transcript
1	YAL036C	75043	74877	3UTR
1	YAL036C	76173	74877	Transcript
1	YAL036C	76153	75044	Exon
1	YAL036C	76173	76154	5UTR
1	YAL035W	76407	76427	5UTR
1	YAL035W	76407	79540	Transcript
1	YAL035W	76428	79436	Exon
1	YAL035W	79437	79540	3UTR
1	YAL034W-A	79719	80588	Exon
1	YAL034W-A	79719	80678	Transcript
1	YAL034C	80710	80587	3UTR
1	YAL034C	82050	80587	Transcript
1	YAL034W-A	80589	80678	3UTR
1	YAL034C	81952	80711	Exon
1	YAL034C	82050	81953	5UTR
1	YAL033W	82690	82706	5UTR
1	YAL033W	82690	83302	Transcript
1	YAL033W	82707	83228	Exon
1	YAL033W	83229	83302	3UTR
1	YAL032C	83335	83302	3UTR
1	YAL032C	84510	83302	Transcript
1	YAL032C	84475	83336	Exon
1	YAL032C	84510	84476	5UTR
1	YAL031C	87032	84750	Exon
1	YAL031C	87032	84750	Transcript
1	YAL030W	87264	87286	5UTR
1	YAL030W	87264	87858	Transcript
1	YAL030W	87287	87388	Exon
1	YAL030W	87502	87753	Exon
1	YAL030W	87754	87858	3UTR
1	YAL029C	87855	87821	3UTR
1	YAL029C	92319	87821	Transcript
1	YAL029C	92271	87856	Exon
1	YAL029C	92319	92272	5UTR
1	YAL028W	92790	92900	5UTR
1	YAL028W	92790	94545	Transcript
1	YAL028W	92901	94487	Exon
1	YAL028W	94488	94545	3UTR
1	YAL027W	94688	95473	Exon
1	YAL027W	94688	95580	Transcript
1	YAL027W	95474	95580	3UTR
1	YAL026C	95630	95504	3UTR
1	YAL026C	99785	95504	Transcript
1	YAL026C	99698	95631	Exon
1	HRA1	99306	99869	Exon
1	HRA1	99306	99869	Transcript
1	YAL026C	99785	99699	5UTR
1	YAL025C	100225	100061	3UTR
1	YAL025C	101170	100061	Transcript
1	YAL025C	101146	100226	Exon
1	YAL025C	101170	101147	5UTR
1	YAL024C	101565	101439	3UTR
1	YAL024C	105934	101439	Transcript
1	YAL024C	105873	101566	Exon
1	YAL024C	105934	105874	5UTR
1	YAL023C	106272	106163	3UTR
1	YAL023C	108637	106163	Transcript
1	YAL023C	108552	106273	Exon
1	YAL023C	108637	108553	5UTR
1	YAL022C	108877	108839	3UTR
1	YAL022C	110465	108839	Transcript
1	YAL022C	110431	108878	Exon
1	YAL022C	110465	110432	5UTR
1	YAL021C	110846	110618	3UTR
1	YAL021C	113400	110618	Transcript
1	YAL021C	113360	110847	Exon
1	YAL021C	113400	113361	5UTR
1	YAL020C	113614	113564	3UTR
1	YAL020C	114616	113564	Transcript
1	YAL020C	114616	113615	Exon
1	YAL019W	114816	114919	5UTR
1	YAL019W	114816	118377	Transcript
1	YAL019W	114920	118315	Exon
1	YAL019W	118316	118377	3UTR
1	YAL018C	119542	118565	Exon
1	YAL018C	119542	118565	Transcript
1	YAL017W	119858	120225	5UTR
1	YAL017W	119858	124485	Transcript
1	YAL017W	120226	124296	Exon
1	YAL017W	124297	124485	3UTR
1	YAL016W	124880	126787	Exon
1	YAL016W	124880	126857	Transcript
1	YAL016W	126788	126857	3UTR
1	YAL015C	126903	126789	3UTR
1	YAL015C	128103	126789	Transcript
1	YAL015C	128103	126904	Exon
1	YAL014C	128252	128115	3UTR
1	YAL014C	129064	128115	Transcript
1	YAL014C	129020	128253	Exon
1	YAL014C	129064	129021	5UTR
1	YAL013W	129238	129270	5UTR
1	YAL013W	129238	130575	Transcript
1	YAL013W	129271	130533	Exon
1	YAL013W	130534	130575	3UTR
1	YAL012W	130736	130801	5UTR
1	YAL012W	130736	132087	Transcript
1	YAL012W	130802	131986	Exon
1	YAL012W	131987	132087	3UTR
1	YAL011W	132202	134079	Exon
1	YAL011W	132202	134178	Transcript
1	YAL011W	134080	134178	3UTR
1	YAL010C	134185	134087	3UTR
1	YAL010C	135687	134087	Transcript
1	YAL010C	135667	134186	Exon
1	YAL010C	135687	135668	5UTR
1	YAL009W	135830	135855	5UTR
1	YAL009W	135830	136750	Transcript
1	YAL009W	135856	136635	Exon
1	YAL009W	136636	136750	3UTR
1	YAL008W	136845	136915	5UTR
1	YAL008W	136845	137646	Transcript
1	YAL008W	136916	137512	Exon
1	YAL008W	137513	137646	3UTR
1	YAL007C	137699	137574	3UTR
1	YAL007C	138415	137574	Transcript
1	YAL007C	138347	137700	Exon
1	YAL007C	138415	138348	5UTR
1	tP-UGG-A	139154	139189	Exon
1	tP-UGG-A	139154	139256	Transcript
1	tP-UGG-A	139221	139256	Exon
1	YAL005C	139504	139378	3UTR
1	YAL005C	141497	139378	Transcript
1	YAL005C	141433	139505	Exon
1	YAL005C	141497	141434	5UTR
1	YAL003W	142163	142175	5UTR
1	YAL003W	142163	143372	Transcript
1	YAL003W	142176	142255	Exon
1	snR18	142369	142470	Exon
1	snR18	142369	142470	Transcript
1	YAL003W	142622	143162	Exon
1	YAL003W	143163	143372	3UTR
1	YAL002W	143709	147533	Exon
1	YAL002W	143709	147533	Transcript
1	YAL001C	147595	147532	3UTR
1	YAL001C	151188	147532	Transcript
1	YAL001C	151008	147596	Exon
1	YAL001C	151168	151099	Exon
1	YAL001C	151188	151169	5UTR
1	YAR002W	152233	152258	5UTR
1	YAR002W	152233	153978	Transcript
1	YAR002W	152259	153878	Exon
1	YAR002W	153879	153978	3UTR
1	YAR002C-A	154066	154006	3UTR
1	YAR002C-A	154768	154006	Transcript
1	YAR002C-A	154726	154067	Exon
1	YAR002C-A	154768	154727	5UTR
1	YAR003W	154978	155006	5UTR
1	YAR003W	154978	156783	Transcript
1	YAR003W	155007	156287	Exon
1	YAR003W	156288	156783	3UTR
1	YAR007C	156755	156704	3UTR
1	YAR007C	158686	156704	Transcript
1	YAR007C	158621	156756	Exon
1	YAR007C	158686	158622	5UTR
1	YAR008W	158857	158966	5UTR
1	YAR008W	158857	159894	Transcript
1	YAR008W	158967	159794	Exon
1	YAR008W	159795	159894	3UTR
1	tA-UGC-A	166268	166340	Exon
1	tA-UGC-A	166268	166340	Transcript
1	YAR014C	166742	166575	3UTR
1	YAR014C	169017	166575	Transcript
1	YAR014C	168866	166743	Exon
1	YAR014C	169017	168867	5UTR
1	YAR015W	169336	169369	5UTR
1	YAR015W	169336	170387	Transcript
1	YAR015W	169370	170290	Exon
1	YAR015W	170291	170387	3UTR
1	YAR018C	170390	170347	3UTR
1	YAR018C	171738	170347	Transcript
1	YAR018C	171698	170391	Exon
1	YAR018C	171738	171699	5UTR
1	YAR019C	172208	172135	3UTR
1	YAR019C	175133	172135	Transcript
1	YAR019C	175133	172209	Exon
1	YAR020C	177021	176854	Exon
1	YAR020C	177021	176854	Transcript
1	YAR023C	179278	179239	3UTR
1	YAR023C	180085	179239	Transcript
1	YAR023C	179818	179279	Exon
1	YAR023C	180085	179819	5UTR
1	tL-CAA-A	181135	181172	Exon
1	tL-CAA-A	181135	181248	Transcript
1	tL-CAA-A	181205	181248	Exon
1	tS-AGA-A	182597	182516	Exon
1	tS-AGA-A	182597	182516	Transcript
1	YAR027W	183755	183763	5UTR
1	YAR027W	183755	184649	Transcript
1	YAR027W	183764	184471	Exon
1	YAR027W	184472	184649	3UTR
1	YAR028W	184838	184885	5UTR
1	YAR028W	184838	185787	Transcript
1	YAR028W	184886	185590	Exon
1	YAR028W	185591	185787	3UTR
1	YAR029W	186315	186539	Exon
1	YAR029W	186315	186539	Transcript
1	YAR031W	186830	187726	Exon
1	YAR031W	186830	187726	Transcript
1	YAR033W	188101	188805	Exon
1	YAR033W	188101	188805	Transcript
1	YAR035W	190187	192250	Exon
1	YAR035W	190187	192250	Transcript
1	YAR035C-A	192411	192331	Exon
1	YAR035C-A	192411	192331	Transcript
1	YAR042W	192519	192612	5UTR
1	YAR042W	192519	196344	Transcript
1	YAR042W	192613	196179	Exon
1	YAR042W	196180	196344	3UTR
1	YAR050W	203394	208007	Exon
1	YAR050W	203394	208007	Transcript
1	YAR064W	220189	220488	Exon
1	YAR064W	220189	220488	Transcript
1	YAR066W	221040	221651	Exon
1	YAR066W	221040	221651	Transcript
1	YAR068W	222397	222882	Exon
1	YAR068W	222397	222882	Transcript
1	YAR071W	225451	226854	Exon
1	YAR071W	225451	226854	Transcript
10	YJL225C	4581	466	Exon
10	YJL225C	6130	466	Transcript
10	YJL225C	6130	4970	Exon
10	YJL223C	9138	8776	Exon
10	YJL223C	9138	8776	Transcript
10	YJL222W	11475	16124	Exon
